{   'action_dim': 6,
    'alpha': 0.7,
#Games: 110 #Frames: 110000  Train_Max: 201.00  Test_Score: 164.36  Avg: 50.72  ENV:  Swimmer-v2  DDPG Reward: 37.63  PG Loss: -31.6677

#Games: 121 #Frames: 121000  Train_Max: 205.52  Test_Score: 197.23  Avg: 62.09  ENV:  Swimmer-v2  DDPG Reward: 46.30  PG Loss: -31.0642

#Games: 132 #Frames: 132000  Train_Max: 222.63  Test_Score: 226.97  Avg: 77.18  ENV:  Swimmer-v2  DDPG Reward: 41.56  PG Loss: -30.6662

#Games: 143 #Frames: 143000  Train_Max: 219.12  Test_Score: 233.71  Avg: 95.33  ENV:  Swimmer-v2  DDPG Reward: 49.20  PG Loss: -31.1706

#Games: 154 #Frames: 154000  Train_Max: 234.93  Test_Score: 237.22  Avg: 114.27  ENV:  Swimmer-v2  DDPG Reward: 36.12  PG Loss: -31.6442

#Games: 165 #Frames: 165000  Train_Max: 238.92  Test_Score: 235.77  Avg: 133.57  ENV:  Swimmer-v2  DDPG Reward: 43.45  PG Loss: -31.7331

#Games: 176 #Frames: 176000  Train_Max: 236.00  Test_Score: 234.76  Avg: 152.01  ENV:  Swimmer-v2  DDPG Reward: 43.68  PG Loss: -31.9903

#Games: 187 #Frames: 187000  Train_Max: 233.09  Test_Score: 234.71  Avg: 170.20  ENV:  Swimmer-v2  DDPG Reward: 33.50  PG Loss: -32.4462

#Games: 198 #Frames: 198000  Train_Max: 249.89  Test_Score: 245.94  Avg: 188.26  ENV:  Swimmer-v2  DDPG Reward: 41.73  PG Loss: -32.8165

#Games: 209 #Frames: 209000  Train_Max: 275.10  Test_Score: 199.67  Avg: 207.40  ENV:  Swimmer-v2  DDPG Reward: 63.24  PG Loss: -32.9705

Progress Saved
Sync from RL --> Nevo
#Games: 220 #Frames: 220000  Train_Max: 223.93  Test_Score: 213.13  Avg: 221.03  ENV:  Swimmer-v2  DDPG Reward: 52.66  PG Loss: -32.6138

#Games: 231 #Frames: 231000  Train_Max: 228.27  Test_Score: 244.18  Avg: 225.91  ENV:  Swimmer-v2  DDPG Reward: 50.93  PG Loss: -32.5673

#Games: 242 #Frames: 242000  Train_Max: 250.47  Test_Score: 252.46  Avg: 230.61  ENV:  Swimmer-v2  DDPG Reward: 30.02  PG Loss: -32.6560

#Games: 253 #Frames: 253000  Train_Max: 286.89  Test_Score: 260.68  Avg: 233.16  ENV:  Swimmer-v2  DDPG Reward: 29.88  PG Loss: -32.6697

#Games: 264 #Frames: 264000  Train_Max: 286.91  Test_Score: 291.28  Avg: 235.85  ENV:  Swimmer-v2  DDPG Reward: 25.12  PG Loss: -32.5249

#Games: 275 #Frames: 275000  Train_Max: 330.51  Test_Score: 187.51  Avg: 241.26  ENV:  Swimmer-v2  DDPG Reward: 37.58  PG Loss: -32.5618

#Games: 286 #Frames: 286000  Train_Max: 309.29  Test_Score: 172.29  Avg: 236.43  ENV:  Swimmer-v2  DDPG Reward: 40.97  PG Loss: -32.6722

#Games: 297 #Frames: 297000  Train_Max: 237.37  Test_Score: 242.10  Avg: 230.18  ENV:  Swimmer-v2  DDPG Reward: 46.22  PG Loss: -32.7079

#Games: 308 #Frames: 308000  Train_Max: 331.93  Test_Score: 334.54  Avg: 230.92  ENV:  Swimmer-v2  DDPG Reward: 34.99  PG Loss: -32.4976

#Games: 319 #Frames: 319000  Train_Max: 338.06  Test_Score: 330.86  Avg: 239.78  ENV:  Swimmer-v2  DDPG Reward: 49.86  PG Loss: -32.0719

Sync from RL --> Nevo
#Games: 330 #Frames: 330000  Train_Max: 335.48  Test_Score: 332.57  Avg: 252.90  ENV:  Swimmer-v2  DDPG Reward: 47.73  PG Loss: -31.8746

#Games: 341 #Frames: 341000  Train_Max: 328.50  Test_Score: 334.21  Avg: 264.85  ENV:  Swimmer-v2  DDPG Reward: 49.90  PG Loss: -31.7331

#Games: 352 #Frames: 352000  Train_Max: 334.56  Test_Score: 331.86  Avg: 273.85  ENV:  Swimmer-v2  DDPG Reward: 32.71  PG Loss: -31.6914

#Games: 363 #Frames: 363000  Train_Max: 331.45  Test_Score: 334.07  Avg: 281.79  ENV:  Swimmer-v2  DDPG Reward: 43.78  PG Loss: -31.6119

#Games: 374 #Frames: 374000  Train_Max: 333.80  Test_Score: 333.46  Avg: 289.13  ENV:  Swimmer-v2  DDPG Reward: 49.66  PG Loss: -31.5946

#Games: 385 #Frames: 385000  Train_Max: 330.43  Test_Score: 332.93  Avg: 293.35  ENV:  Swimmer-v2  DDPG Reward: 68.53  PG Loss: -31.5888

#Games: 396 #Frames: 396000  Train_Max: 334.18  Test_Score: 333.51  Avg: 307.89  ENV:  Swimmer-v2  DDPG Reward: 72.08  PG Loss: -31.6950

#Games: 407 #Frames: 407000  Train_Max: 332.33  Test_Score: 332.72  Avg: 324.01  ENV:  Swimmer-v2  DDPG Reward: 45.92  PG Loss: -31.7563

Progress Saved
#Games: 418 #Frames: 418000  Train_Max: 331.31  Test_Score: 338.36  Avg: 333.07  ENV:  Swimmer-v2  DDPG Reward: 45.27  PG Loss: -31.7841

#Games: 429 #Frames: 429000  Train_Max: 332.43  Test_Score: 332.12  Avg: 333.46  ENV:  Swimmer-v2  DDPG Reward: 45.88  PG Loss: -31.8492

Sync from RL --> Nevo
#Games: 440 #Frames: 440000  Train_Max: 334.03  Test_Score: 329.70  Avg: 333.58  ENV:  Swimmer-v2  DDPG Reward: 49.67  PG Loss: -31.9390

#Games: 451 #Frames: 451000  Train_Max: 324.82  Test_Score: 334.91  Avg: 333.29  ENV:  Swimmer-v2  DDPG Reward: 39.81  PG Loss: -31.9604

#Games: 462 #Frames: 462000  Train_Max: 337.75  Test_Score: 334.63  Avg: 333.36  ENV:  Swimmer-v2  DDPG Reward: 50.63  PG Loss: -31.9282

#Games: 473 #Frames: 473000  Train_Max: 336.65  Test_Score: 337.54  Avg: 333.64  ENV:  Swimmer-v2  DDPG Reward: 48.56  PG Loss: -31.9315

#Games: 484 #Frames: 484000  Train_Max: 328.55  Test_Score: 334.40  Avg: 333.99  ENV:  Swimmer-v2  DDPG Reward: 43.86  PG Loss: -31.8969

#Games: 495 #Frames: 495000  Train_Max: 336.45  Test_Score: 331.24  Avg: 334.08  ENV:  Swimmer-v2  DDPG Reward: 49.83  PG Loss: -31.9175

#Games: 506 #Frames: 506000  Train_Max: 337.61  Test_Score: 336.05  Avg: 333.92  ENV:  Swimmer-v2  DDPG Reward: 44.57  PG Loss: -31.8906

#Games: 517 #Frames: 517000  Train_Max: 348.62  Test_Score: 338.71  Avg: 334.17  ENV:  Swimmer-v2  DDPG Reward: 48.18  PG Loss: -31.8119

#Games: 528 #Frames: 528000  Train_Max: 349.88  Test_Score: 349.19  Avg: 334.77  ENV:  Swimmer-v2  DDPG Reward: 54.41  PG Loss: -31.6928

#Games: 539 #Frames: 539000  Train_Max: 353.59  Test_Score: 345.44  Avg: 335.85  ENV:  Swimmer-v2  DDPG Reward: 49.81  PG Loss: -31.4847

Sync from RL --> Nevo
#Games: 550 #Frames: 550000  Train_Max: 346.20  Test_Score: 335.28  Avg: 337.18  ENV:  Swimmer-v2  DDPG Reward: 48.27  PG Loss: -31.3320

#Games: 561 #Frames: 561000  Train_Max: 353.93  Test_Score: 340.13  Avg: 337.74  ENV:  Swimmer-v2  DDPG Reward: 46.44  PG Loss: -31.1656

#Games: 572 #Frames: 572000  Train_Max: 350.01  Test_Score: 340.34  Avg: 338.26  ENV:  Swimmer-v2  DDPG Reward: 53.38  PG Loss: -30.9887

#Games: 583 #Frames: 583000  Train_Max: 350.80  Test_Score: 346.50  Avg: 338.83  ENV:  Swimmer-v2  DDPG Reward: 63.75  PG Loss: -30.8539

#Games: 594 #Frames: 594000  Train_Max: 346.51  Test_Score: 346.97  Avg: 339.73  ENV:  Swimmer-v2  DDPG Reward: 61.51  PG Loss: -30.6594

#Games: 605 #Frames: 605000  Train_Max: 348.70  Test_Score: 343.61  Avg: 340.99  ENV:  Swimmer-v2  DDPG Reward: 78.22  PG Loss: -30.5476

Progress Saved
#Games: 616 #Frames: 616000  Train_Max: 352.12  Test_Score: 346.02  Avg: 342.22  ENV:  Swimmer-v2  DDPG Reward: 70.28  PG Loss: -30.4791

#Games: 627 #Frames: 627000  Train_Max: 348.03  Test_Score: 346.13  Avg: 343.22  ENV:  Swimmer-v2  DDPG Reward: 75.53  PG Loss: -30.4123

#Games: 638 #Frames: 638000  Train_Max: 346.07  Test_Score: 341.48  Avg: 343.96  ENV:  Swimmer-v2  DDPG Reward: 92.96  PG Loss: -30.2559

#Games: 649 #Frames: 649000  Train_Max: 347.74  Test_Score: 347.31  Avg: 343.19  ENV:  Swimmer-v2  DDPG Reward: 99.21  PG Loss: -30.0626

Sync from RL --> Nevo
#Games: 660 #Frames: 660000  Train_Max: 307.23  Test_Score: 349.64  Avg: 343.38  ENV:  Swimmer-v2  DDPG Reward: 82.93  PG Loss: -30.0047

#Games: 671 #Frames: 671000  Train_Max: 348.40  Test_Score: 344.44  Avg: 344.81  ENV:  Swimmer-v2  DDPG Reward: 95.04  PG Loss: -29.9510

#Games: 682 #Frames: 682000  Train_Max: 331.72  Test_Score: 342.41  Avg: 345.24  ENV:  Swimmer-v2  DDPG Reward: 101.64  PG Loss: -29.8826

#Games: 693 #Frames: 693000  Train_Max: 349.36  Test_Score: 346.87  Avg: 345.45  ENV:  Swimmer-v2  DDPG Reward: 111.35  PG Loss: -29.7919

#Games: 704 #Frames: 704000  Train_Max: 350.30  Test_Score: 339.98  Avg: 345.49  ENV:  Swimmer-v2  DDPG Reward: 100.63  PG Loss: -29.6046

#Games: 715 #Frames: 715000  Train_Max: 349.10  Test_Score: 344.08  Avg: 344.79  ENV:  Swimmer-v2  DDPG Reward: 69.88  PG Loss: -29.4751

#Games: 726 #Frames: 726000  Train_Max: 352.42  Test_Score: 347.87  Avg: 344.84  ENV:  Swimmer-v2  DDPG Reward: 98.25  PG Loss: -29.3230

#Games: 737 #Frames: 737000  Train_Max: 351.47  Test_Score: 347.96  Avg: 345.02  ENV:  Swimmer-v2  DDPG Reward: 76.81  PG Loss: -29.1853

#Games: 748 #Frames: 748000  Train_Max: 352.59  Test_Score: 348.16  Avg: 345.20  ENV:  Swimmer-v2  DDPG Reward: 68.32  PG Loss: -29.0814

#Games: 759 #Frames: 759000  Train_Max: 352.30  Test_Score: 338.42  Avg: 345.87  ENV:  Swimmer-v2  DDPG Reward: 96.72  PG Loss: -28.9926

Sync from RL --> Nevo
#Games: 770 #Frames: 770000  Train_Max: 348.07  Test_Score: 343.54  Avg: 344.98  ENV:  Swimmer-v2  DDPG Reward: 68.90  PG Loss: -28.9391

#Games: 781 #Frames: 781000  Train_Max: 354.48  Test_Score: 345.92  Avg: 344.37  ENV:  Swimmer-v2  DDPG Reward: 62.04  PG Loss: -28.8762

#Games: 792 #Frames: 792000  Train_Max: 350.64  Test_Score: 346.46  Avg: 344.52  ENV:  Swimmer-v2  DDPG Reward: 91.57  PG Loss: -28.8714

#Games: 803 #Frames: 803000  Train_Max: 351.48  Test_Score: 348.05  Avg: 344.92  ENV:  Swimmer-v2  DDPG Reward: 92.32  PG Loss: -28.8253

Progress Saved
#Games: 814 #Frames: 814000  Train_Max: 347.79  Test_Score: 342.40  Avg: 345.04  ENV:  Swimmer-v2  DDPG Reward: 87.88  PG Loss: -28.7864

#Games: 825 #Frames: 825000  Train_Max: 348.99  Test_Score: 340.61  Avg: 345.28  ENV:  Swimmer-v2  DDPG Reward: 56.90  PG Loss: -28.7656

#Games: 836 #Frames: 836000  Train_Max: 305.44  Test_Score: 344.76  Avg: 344.94  ENV:  Swimmer-v2  DDPG Reward: 56.58  PG Loss: -28.6975

#Games: 847 #Frames: 847000  Train_Max: 336.86  Test_Score: 289.51  Avg: 344.63  ENV:  Swimmer-v2  DDPG Reward: 96.49  PG Loss: -28.6887

#Games: 858 #Frames: 858000  Train_Max: 331.07  Test_Score: 313.95  Avg: 338.78  ENV:  Swimmer-v2  DDPG Reward: 110.42  PG Loss: -28.7054

#Games: 869 #Frames: 869000  Train_Max: 328.58  Test_Score: 335.48  Avg: 335.36  ENV:  Swimmer-v2  DDPG Reward: 88.10  PG Loss: -28.7287

Sync from RL --> Nevo
#Games: 880 #Frames: 880000  Train_Max: 332.37  Test_Score: 327.96  Avg: 335.07  ENV:  Swimmer-v2  DDPG Reward: 74.12  PG Loss: -28.7138

#Games: 891 #Frames: 891000  Train_Max: 330.60  Test_Score: 330.84  Avg: 333.51  ENV:  Swimmer-v2  DDPG Reward: 66.22  PG Loss: -28.7093

#Games: 902 #Frames: 902000  Train_Max: 339.07  Test_Score: 333.01  Avg: 332.00  ENV:  Swimmer-v2  DDPG Reward: 77.22  PG Loss: -28.7187

#Games: 913 #Frames: 913000  Train_Max: 323.97  Test_Score: 327.56  Avg: 330.66  ENV:  Swimmer-v2  DDPG Reward: 110.18  PG Loss: -28.7390

#Games: 924 #Frames: 924000  Train_Max: 344.00  Test_Score: 334.20  Avg: 328.61  ENV:  Swimmer-v2  DDPG Reward: 103.58  PG Loss: -28.7656

#Games: 935 #Frames: 935000  Train_Max: 346.46  Test_Score: 341.90  Avg: 327.79  ENV:  Swimmer-v2  DDPG Reward: 86.89  PG Loss: -28.7399

#Games: 946 #Frames: 946000  Train_Max: 337.92  Test_Score: 334.66  Avg: 327.92  ENV:  Swimmer-v2  DDPG Reward: 95.35  PG Loss: -28.7332

#Games: 957 #Frames: 957000  Train_Max: 328.46  Test_Score: 337.17  Avg: 326.91  ENV:  Swimmer-v2  DDPG Reward: 87.86  PG Loss: -28.7094

#Games: 968 #Frames: 968000  Train_Max: 332.65  Test_Score: 338.59  Avg: 331.67  ENV:  Swimmer-v2  DDPG Reward: 69.37  PG Loss: -28.6478

#Games: 979 #Frames: 979000  Train_Max: 331.92  Test_Score: 336.27  Avg: 334.14  ENV:  Swimmer-v2  DDPG Reward: 89.01  PG Loss: -28.6449

Sync from RL --> Nevo
#Games: 990 #Frames: 990000  Train_Max: 327.55  Test_Score: 339.78  Avg: 334.22  ENV:  Swimmer-v2  DDPG Reward: 56.70  PG Loss: -28.6774

#Games: 1001 #Frames: 1001000  Train_Max: 341.57  Test_Score: 339.19  Avg: 335.40  ENV:  Swimmer-v2  DDPG Reward: 72.20  PG Loss: -28.6012

Progress Saved
#Games: 1012 #Frames: 1012000  Train_Max: 342.37  Test_Score: 334.55  Avg: 336.23  ENV:  Swimmer-v2  DDPG Reward: 94.93  PG Loss: -28.4910

#Games: 1023 #Frames: 1023000  Train_Max: 344.04  Test_Score: 334.13  Avg: 336.39  ENV:  Swimmer-v2  DDPG Reward: 84.59  PG Loss: -28.3793

#Games: 1034 #Frames: 1034000  Train_Max: 339.66  Test_Score: 340.17  Avg: 337.04  ENV:  Swimmer-v2  DDPG Reward: 72.76  PG Loss: -28.3326

#Games: 1045 #Frames: 1045000  Train_Max: 343.98  Test_Score: 334.73  Avg: 337.64  ENV:  Swimmer-v2  DDPG Reward: 61.18  PG Loss: -28.3028

#Games: 1056 #Frames: 1056000  Train_Max: 338.08  Test_Score: 336.55  Avg: 336.92  ENV:  Swimmer-v2  DDPG Reward: 92.59  PG Loss: -28.2660

#Games: 1067 #Frames: 1067000  Train_Max: 341.87  Test_Score: 338.67  Avg: 337.11  ENV:  Swimmer-v2  DDPG Reward: 73.01  PG Loss: -28.2987

#Games: 1078 #Frames: 1078000  Train_Max: 338.97  Test_Score: 341.29  Avg: 337.26  ENV:  Swimmer-v2  DDPG Reward: 73.41  PG Loss: -28.3074

#Games: 1089 #Frames: 1089000  Train_Max: 347.87  Test_Score: 351.08  Avg: 337.53  ENV:  Swimmer-v2  DDPG Reward: 60.49  PG Loss: -28.2769

Sync from RL --> Nevo
#Games: 1100 #Frames: 1100000  Train_Max: 349.95  Test_Score: 353.19  Avg: 339.01  ENV:  Swimmer-v2  DDPG Reward: 97.05  PG Loss: -28.2928

#Games: 1111 #Frames: 1111000  Train_Max: 351.85  Test_Score: 353.23  Avg: 340.36  ENV:  Swimmer-v2  DDPG Reward: 90.32  PG Loss: -28.3205

#Games: 1122 #Frames: 1122000  Train_Max: 352.12  Test_Score: 351.73  Avg: 341.76  ENV:  Swimmer-v2  DDPG Reward: 87.77  PG Loss: -28.3938

#Games: 1133 #Frames: 1133000  Train_Max: 354.18  Test_Score: 351.20  Avg: 343.48  ENV:  Swimmer-v2  DDPG Reward: 79.50  PG Loss: -28.3750

#Games: 1144 #Frames: 1144000  Train_Max: 353.09  Test_Score: 351.30  Avg: 345.18  ENV:  Swimmer-v2  DDPG Reward: 83.07  PG Loss: -28.3469

#Games: 1155 #Frames: 1155000  Train_Max: 351.56  Test_Score: 350.79  Avg: 346.30  ENV:  Swimmer-v2  DDPG Reward: 105.13  PG Loss: -28.3218

#Games: 1166 #Frames: 1166000  Train_Max: 350.74  Test_Score: 352.59  Avg: 347.90  ENV:  Swimmer-v2  DDPG Reward: 88.17  PG Loss: -28.3850

#Games: 1177 #Frames: 1177000  Train_Max: 353.79  Test_Score: 352.74  Avg: 349.50  ENV:  Swimmer-v2  DDPG Reward: 98.85  PG Loss: -28.4263

#Games: 1188 #Frames: 1188000  Train_Max: 349.87  Test_Score: 352.33  Avg: 350.91  ENV:  Swimmer-v2  DDPG Reward: 115.86  PG Loss: -28.3460

#Games: 1199 #Frames: 1199000  Train_Max: 356.07  Test_Score: 350.90  Avg: 352.02  ENV:  Swimmer-v2  DDPG Reward: 78.47  PG Loss: -28.2669

Sync from RL --> Nevo
#Games: 1210 #Frames: 1210000  Train_Max: 350.51  Test_Score: 354.69  Avg: 352.00  ENV:  Swimmer-v2  DDPG Reward: 173.33  PG Loss: -28.3572

Progress Saved
#Games: 1221 #Frames: 1221000  Train_Max: 353.54  Test_Score: 351.18  Avg: 352.15  ENV:  Swimmer-v2  DDPG Reward: 136.90  PG Loss: -28.4347

#Games: 1232 #Frames: 1232000  Train_Max: 356.45  Test_Score: 351.78  Avg: 351.94  ENV:  Swimmer-v2  DDPG Reward: 78.34  PG Loss: -28.5006

#Games: 1243 #Frames: 1243000  Train_Max: 350.55  Test_Score: 351.08  Avg: 351.95  ENV:  Swimmer-v2  DDPG Reward: 93.65  PG Loss: -28.5881

#Games: 1254 #Frames: 1254000  Train_Max: 351.56  Test_Score: 352.53  Avg: 351.94  ENV:  Swimmer-v2  DDPG Reward: 79.98  PG Loss: -28.6705

#Games: 1265 #Frames: 1265000  Train_Max: 357.44  Test_Score: 350.38  Avg: 352.06  ENV:  Swimmer-v2  DDPG Reward: 104.77  PG Loss: -28.7699

#Games: 1276 #Frames: 1276000  Train_Max: 351.82  Test_Score: 352.53  Avg: 352.02  ENV:  Swimmer-v2  DDPG Reward: 69.02  PG Loss: -28.7894

#Games: 1287 #Frames: 1287000  Train_Max: 352.89  Test_Score: 351.75  Avg: 352.01  ENV:  Swimmer-v2  DDPG Reward: 120.55  PG Loss: -28.7823

#Games: 1298 #Frames: 1298000  Train_Max: 356.73  Test_Score: 352.93  Avg: 351.91  ENV:  Swimmer-v2  DDPG Reward: 117.85  PG Loss: -28.8187

#Games: 1309 #Frames: 1309000  Train_Max: 356.32  Test_Score: 354.85  Avg: 351.97  ENV:  Swimmer-v2  DDPG Reward: 104.04  PG Loss: -28.8426

Sync from RL --> Nevo
#Games: 1320 #Frames: 1320000  Train_Max: 356.07  Test_Score: 353.54  Avg: 352.37  ENV:  Swimmer-v2  DDPG Reward: 89.49  PG Loss: -28.8648

#Games: 1331 #Frames: 1331000  Train_Max: 358.06  Test_Score: 355.65  Avg: 352.25  ENV:  Swimmer-v2  DDPG Reward: 107.72  PG Loss: -28.8529

#Games: 1342 #Frames: 1342000  Train_Max: 352.04  Test_Score: 353.52  Avg: 352.70  ENV:  Swimmer-v2  DDPG Reward: 87.96  PG Loss: -28.9248

#Games: 1353 #Frames: 1353000  Train_Max: 352.91  Test_Score: 349.63  Avg: 352.88  ENV:  Swimmer-v2  DDPG Reward: 79.65  PG Loss: -28.9231

#Games: 1364 #Frames: 1364000  Train_Max: 348.37  Test_Score: 352.80  Avg: 352.73  ENV:  Swimmer-v2  DDPG Reward: 67.81  PG Loss: -28.9533

#Games: 1375 #Frames: 1375000  Train_Max: 348.01  Test_Score: 349.10  Avg: 352.76  ENV:  Swimmer-v2  DDPG Reward: 88.77  PG Loss: -29.0312

#Games: 1386 #Frames: 1386000  Train_Max: 353.99  Test_Score: 351.00  Avg: 352.63  ENV:  Swimmer-v2  DDPG Reward: 119.36  PG Loss: -29.0525

#Games: 1397 #Frames: 1397000  Train_Max: 348.05  Test_Score: 348.21  Avg: 352.48  ENV:  Swimmer-v2  DDPG Reward: 95.81  PG Loss: -29.0622

#Games: 1408 #Frames: 1408000  Train_Max: 348.37  Test_Score: 348.89  Avg: 352.12  ENV:  Swimmer-v2  DDPG Reward: 166.00  PG Loss: -29.1060

Progress Saved
#Games: 1419 #Frames: 1419000  Train_Max: 341.13  Test_Score: 349.09  Avg: 351.72  ENV:  Swimmer-v2  DDPG Reward: 166.39  PG Loss: -29.1633

Sync from RL --> Nevo
#Games: 1430 #Frames: 1430000  Train_Max: 352.21  Test_Score: 347.12  Avg: 351.14  ENV:  Swimmer-v2  DDPG Reward: 97.42  PG Loss: -29.1718

#Games: 1441 #Frames: 1441000  Train_Max: 351.88  Test_Score: 347.06  Avg: 350.50  ENV:  Swimmer-v2  DDPG Reward: 89.08  PG Loss: -29.1451

#Games: 1452 #Frames: 1452000  Train_Max: 354.82  Test_Score: 350.96  Avg: 349.64  ENV:  Swimmer-v2  DDPG Reward: 218.55  PG Loss: -29.2121

#Games: 1463 #Frames: 1463000  Train_Max: 353.75  Test_Score: 349.15  Avg: 349.39  ENV:  Swimmer-v2  DDPG Reward: 91.40  PG Loss: -29.2155

#Games: 1474 #Frames: 1474000  Train_Max: 353.18  Test_Score: 349.03  Avg: 349.34  ENV:  Swimmer-v2  DDPG Reward: 87.62  PG Loss: -29.2068

#Games: 1485 #Frames: 1485000  Train_Max: 339.28  Test_Score: 345.88  Avg: 348.96  ENV:  Swimmer-v2  DDPG Reward: 78.99  PG Loss: -29.2839

#Games: 1496 #Frames: 1496000  Train_Max: 349.22  Test_Score: 347.93  Avg: 348.64  ENV:  Swimmer-v2  DDPG Reward: 71.02  PG Loss: -29.3665

#Games: 1507 #Frames: 1507000  Train_Max: 350.08  Test_Score: 349.72  Avg: 348.33  ENV:  Swimmer-v2  DDPG Reward: 120.34  PG Loss: -29.4187

#Games: 1518 #Frames: 1518000  Train_Max: 339.81  Test_Score: 347.01  Avg: 348.48  ENV:  Swimmer-v2  DDPG Reward: 104.72  PG Loss: -29.4594

#Games: 1529 #Frames: 1529000  Train_Max: 347.50  Test_Score: 347.29  Avg: 348.29  ENV:  Swimmer-v2  DDPG Reward: 84.93  PG Loss: -29.5884

Sync from RL --> Nevo
#Games: 1540 #Frames: 1540000  Train_Max: 353.47  Test_Score: 346.08  Avg: 348.11  ENV:  Swimmer-v2  DDPG Reward: 238.01  PG Loss: -29.6753

#Games: 1551 #Frames: 1551000  Train_Max: 353.76  Test_Score: 346.99  Avg: 348.01  ENV:  Swimmer-v2  DDPG Reward: 152.02  PG Loss: -29.6988

#Games: 1562 #Frames: 1562000  Train_Max: 345.81  Test_Score: 348.03  Avg: 348.00  ENV:  Swimmer-v2  DDPG Reward: 94.56  PG Loss: -29.7673

#Games: 1573 #Frames: 1573000  Train_Max: 352.34  Test_Score: 344.63  Avg: 347.71  ENV:  Swimmer-v2  DDPG Reward: 94.11  PG Loss: -29.8969

#Games: 1584 #Frames: 1584000  Train_Max: 348.54  Test_Score: 349.06  Avg: 347.26  ENV:  Swimmer-v2  DDPG Reward: 75.81  PG Loss: -29.9814

#Games: 1595 #Frames: 1595000  Train_Max: 349.92  Test_Score: 273.02  Avg: 347.26  ENV:  Swimmer-v2  DDPG Reward: 180.40  PG Loss: -30.0747

#Games: 1606 #Frames: 1606000  Train_Max: 310.05  Test_Score: 314.03  Avg: 339.98  ENV:  Swimmer-v2  DDPG Reward: 70.17  PG Loss: -30.0855

Progress Saved
#Games: 1617 #Frames: 1617000  Train_Max: 297.21  Test_Score: 318.04  Avg: 336.59  ENV:  Swimmer-v2  DDPG Reward: 101.18  PG Loss: -30.0912

#Games: 1628 #Frames: 1628000  Train_Max: 327.48  Test_Score: 321.47  Avg: 333.42  ENV:  Swimmer-v2  DDPG Reward: 76.62  PG Loss: -30.1222

#Games: 1639 #Frames: 1639000  Train_Max: 349.58  Test_Score: 349.39  Avg: 330.86  ENV:  Swimmer-v2  DDPG Reward: 120.34  PG Loss: -30.1611

Sync from RL --> Nevo
#Games: 1650 #Frames: 1650000  Train_Max: 347.31  Test_Score: 345.66  Avg: 331.07  ENV:  Swimmer-v2  DDPG Reward: 67.86  PG Loss: -30.2290

#Games: 1661 #Frames: 1661000  Train_Max: 349.49  Test_Score: 345.55  Avg: 331.03  ENV:  Swimmer-v2  DDPG Reward: 103.24  PG Loss: -30.2237

#Games: 1672 #Frames: 1672000  Train_Max: 348.86  Test_Score: 350.86  Avg: 330.89  ENV:  Swimmer-v2  DDPG Reward: 331.93  PG Loss: -30.2135

#Games: 1683 #Frames: 1683000  Train_Max: 346.00  Test_Score: 348.79  Avg: 331.17  ENV:  Swimmer-v2  DDPG Reward: 84.69  PG Loss: -30.2231

#Games: 1694 #Frames: 1694000  Train_Max: 349.78  Test_Score: 348.09  Avg: 331.59  ENV:  Swimmer-v2  DDPG Reward: 106.24  PG Loss: -30.2654

#Games: 1705 #Frames: 1705000  Train_Max: 350.13  Test_Score: 349.26  Avg: 331.49  ENV:  Swimmer-v2  DDPG Reward: 289.74  PG Loss: -30.3029

#Games: 1716 #Frames: 1716000  Train_Max: 351.70  Test_Score: 346.66  Avg: 339.11  ENV:  Swimmer-v2  DDPG Reward: 78.80  PG Loss: -30.3095

#Games: 1727 #Frames: 1727000  Train_Max: 351.59  Test_Score: 352.54  Avg: 342.38  ENV:  Swimmer-v2  DDPG Reward: 132.07  PG Loss: -30.3531

#Games: 1738 #Frames: 1738000  Train_Max: 349.13  Test_Score: 350.39  Avg: 345.83  ENV:  Swimmer-v2  DDPG Reward: 102.68  PG Loss: -30.4111

#Games: 1749 #Frames: 1749000  Train_Max: 357.58  Test_Score: 352.42  Avg: 348.72  ENV:  Swimmer-v2  DDPG Reward: 214.74  PG Loss: -30.4507

Sync from RL --> Nevo
#Games: 1760 #Frames: 1760000  Train_Max: 353.47  Test_Score: 352.89  Avg: 349.02  ENV:  Swimmer-v2  DDPG Reward: 318.87  PG Loss: -30.4865

#Games: 1771 #Frames: 1771000  Train_Max: 348.38  Test_Score: 350.99  Avg: 349.74  ENV:  Swimmer-v2  DDPG Reward: 79.89  PG Loss: -30.4253

#Games: 1782 #Frames: 1782000  Train_Max: 353.64  Test_Score: 347.08  Avg: 350.29  ENV:  Swimmer-v2  DDPG Reward: 93.03  PG Loss: -30.4455

#Games: 1793 #Frames: 1793000  Train_Max: 353.62  Test_Score: 353.38  Avg: 349.91  ENV:  Swimmer-v2  DDPG Reward: 102.47  PG Loss: -30.3936

#Games: 1804 #Frames: 1804000  Train_Max: 352.55  Test_Score: 351.35  Avg: 350.37  ENV:  Swimmer-v2  DDPG Reward: 210.42  PG Loss: -30.3553

Progress Saved
